order_id,customer_id,order_date,channel,status,items,amount
10591,16,2024-06-28,web,refunded,5,51.7
10592,23,2024-04-05,web,completed,3,48.78
10593,156,2024-09-23,store,completed,1,39.56
10594,6,2024-11-20,web,completed,1,49.79
10595,93,2024-09-21,mobile,cancelled,5,376.57
10596,66,2024-10-06,web,completed,2,77.71
10597,142,2024-09-18,store,completed,2,67.02
10598,76,2024-03-20,web,completed,1,193.33
10599,45,2024-02-21,mobile,completed,3,202.82
10600,86,2024-10-07,mobile,completed,1,203.49
10601,13,2024-06-01,web,completed,3,444.51
10602,158,2024-04-10,mobile,completed,2,127.19
10603,214,2024-04-21,mobile,completed,4,53.61
10604,73,2024-04-15,mobile,completed,5,107.26
10605,115,2024-11-03,store,completed,1,15.95
10606,193,2024-03-08,web,refunded,3,25.64
10607,50,2024-02-18,web,completed,2,52.55
10608,198,2024-11-16,store,pending,3,368.63
10609,219,2024-10-22,store,completed,1,28.98
10610,82,2024-04-11,web,completed,7,60.47
10611,205,2024-02-04,store,pending,1,96.12
10612,46,2024-10-24,mobile,completed,1,328.64
10613,75,2024-07-08,mobile,completed,2,54.71
10614,50,2024-08-25,mobile,completed,3,74.7
10615,172,2024-11-21,web,completed,4,161.46
10616,97,2024-11-13,mobile,completed,5,93.12
10617,208,2024-06-09,mobile,completed,1,50.53
10618,113,2024-12-07,web,completed,2,14.97
10619,215,2024-01-19,web,pending,2,35.77
10620,67,2024-12-04,web,completed,2,95.8
10621,198,2024-10-06,mobile,pending,4,145.63
10622,74,2024-02-18,web,completed,1,162.63
10623,126,2024-12-17,web,completed,2,700.81
10624,187,2024-10-27,mobile,completed,2,48.22
10625,148,2024-07-19,web,cancelled,2,108.19
10626,204,2024-05-01,web,completed,4,208.27
10627,60,2024-10-15,mobile,completed,2,26.15
10628,149,2024-07-24,mobile,completed,2,29.24
10629,198,2024-12-21,web,completed,4,91.23
10630,17,2024-05-24,mobile,completed,1,91.21
10631,62,2024-11-08,mobile,cancelled,3,34.47
10632,153,2024-01-02,web,completed,3,34.97
10633,101,2024-02-24,web,completed,1,72.68
10634,97,2024-07-11,web,completed,2,54.72
10635,13,2024-03-26,web,completed,1,206.16
10636,130,2024-06-18,mobile,completed,4,167.65
10637,178,2024-10-22,mobile,completed,2,345.49
10638,153,2024-10-05,store,refunded,1,42.86
10639,88,2024-08-15,web,completed,1,70.87
10640,59,2024-05-24,mobile,completed,5,98.07
10641,149,2024-01-24,store,completed,2,9.96
10642,170,2024-01-10,web,completed,6,240.0
10643,95,2024-07-02,web,refunded,3,57.27
10644,191,2024-08-27,store,completed,2,112.45
10645,171,2024-03-19,web,completed,2,349.03
10646,8,2024-01-27,web,completed,1,30.17
10647,187,2024-03-16,web,completed,2,176.17
10648,181,2024-08-01,mobile,completed,3,52.65
10649,107,2024-04-01,web,completed,4,111.78
10650,66,2024-11-07,mobile,completed,1,92.68
10651,94,2024-03-13,web,completed,2,16.33
10652,28,2024-03-25,mobile,completed,1,35.6
10653,51,2024-03-10,web,completed,4,138.14
10654,9,2024-11-17,mobile,completed,2,54.16
10655,164,2024-01-07,store,completed,3,36.7
10656,208,2024-04-02,store,completed,1,37.5
10657,211,2024-12-12,web,completed,2,725.04
10658,125,2024-11-20,mobile,completed,4,296.15
10659,91,2024-05-09,web,completed,3,25.21
10660,19,2024-02-10,web,completed,2,66.93
10661,28,2024-03-20,mobile,pending,2,50.65
10662,93,2024-02-24,web,completed,1,154.55
10663,91,2024-07-25,web,pending,2,59.33
10664,213,2024-03-19,web,completed,2,15.48
10665,130,2024-08-14,mobile,completed,2,150.01
10666,198,2024-06-27,store,completed,2,104.35
10667,212,2024-09-19,web,completed,2,254.97
10668,131,2024-12-06,web,cancelled,2,51.9
10669,16,2024-02-02,web,completed,1,25.52
10670,113,2024-07-09,mobile,completed,2,37.73
10671,105,2024-04-10,mobile,completed,2,55.07
10672,195,2024-02-07,web,completed,2,72.98
10673,55,2024-10-12,mobile,completed,3,292.6
10674,13,2024-11-13,store,completed,2,268.93
10675,19,2024-12-11,web,completed,4,110.12
10676,4,2024-07-11,web,cancelled,2,197.87
10677,178,2024-10-18,store,completed,1,404.64
10678,59,2024-05-04,web,completed,1,25.34
10679,61,2024-03-23,web,completed,3,103.6
10680,175,2024-08-05,store,completed,4,57.39
10681,31,2024-01-21,store,completed,1,24.73
10682,30,2024-10-09,store,completed,1,44.73
10683,164,2024-07-08,web,completed,2,20.77
10684,196,2024-11-20,web,completed,2,750.18
10685,64,2024-03-01,mobile,pending,3,85.89
10686,213,2024-05-05,web,completed,3,32.54
10687,13,2024-07-19,store,completed,2,545.97
10688,42,2024-12-28,web,completed,1,54.04
10689,121,2024-06-20,web,completed,2,70.43
10690,137,2024-06-25,mobile,completed,2,46.51
10691,114,2024-07-04,web,completed,2,34.52
10692,126,2024-11-05,mobile,completed,2,148.13
10693,38,2024-07-17,mobile,completed,1,18.3
10694,139,2024-11-19,web,completed,3,135.18
10695,166,2024-01-21,web,completed,2,104.82
10696,95,2024-04-23,mobile,completed,2,49.43
10697,19,2024-03-20,web,completed,2,91.66
10698,117,2024-02-08,web,completed,2,47.73
10699,29,2024-06-12,store,completed,2,151.38
10700,107,2024-10-02,mobile,completed,2,11.79
10701,108,2024-12-08,mobile,completed,5,99.05
10702,146,2024-05-17,web,completed,2,26.8
10703,89,2024-10-02,web,cancelled,2,186.44
10704,133,2024-12-18,mobile,completed,5,52.33
10705,190,2024-12-16,mobile,pending,4,129.48
10706,59,2024-04-13,web,completed,3,44.39
10707,21,2024-12-12,mobile,completed,2,31.36
10708,72,2024-03-15,store,cancelled,2,98.56
10709,26,2024-11-07,web,completed,3,144.2
10710,141,2024-07-14,store,completed,1,26.3
10711,145,2024-07-14,store,completed,1,73.46
10712,4,2024-12-22,mobile,pending,2,185.38
10713,99,2024-02-03,web,completed,2,75.61
10714,97,2024-06-09,web,pending,1,42.97
10715,85,2024-01-15,web,completed,4,108.14
10716,6,2024-11-10,mobile,completed,2,70.4
10717,58,2024-12-05,web,completed,2,124.5
10718,44,2024-06-07,mobile,completed,6,238.89
10719,90,2024-09-03,store,completed,1,133.31
10720,88,2024-12-03,mobile,completed,3,140.86
10721,37,2024-08-27,web,completed,2,104.39
10722,207,2024-09-09,web,completed,2,26.94
10723,121,2024-05-25,web,completed,1,23.39
10724,22,2024-08-12,mobile,completed,3,64.05
10725,91,2024-09-14,web,cancelled,3,60.59
10726,208,2024-11-10,mobile,completed,5,135.45
10727,180,2024-11-13,web,completed,1,24.4
10728,203,2024-12-19,mobile,pending,2,86.11
10729,101,2024-03-07,web,refunded,1,103.03
10730,107,2024-07-12,mobile,completed,1,44.77
10731,211,2024-12-17,web,completed,2,158.81
10732,50,2024-05-01,web,completed,1,23.21
10733,22,2024-07-18,store,cancelled,2,24.79
10734,204,2024-01-08,store,completed,1,344.1
10735,44,2024-04-27,store,completed,3,124.95
10736,205,2024-09-18,web,completed,2,211.63
10737,50,2024-09-04,web,completed,3,63.32
10738,171,2024-09-19,store,completed,1,334.52
10739,14,2024-05-22,mobile,pending,2,264.71
10740,10,2024-03-08,mobile,completed,3,87.28
10741,128,2024-12-01,web,completed,3,207.0
10742,39,2024-03-07,web,completed,2,264.81
10743,41,2024-05-08,web,completed,1,39.15
10744,141,2024-03-15,web,completed,2,19.38
10745,36,2024-06-05,store,completed,3,256.07
10746,189,2024-10-17,store,completed,2,255.78
10747,132,2024-03-13,web,completed,1,35.03
10748,18,2024-01-14,store,pending,2,23.72
10749,204,2024-10-01,web,pending,2,302.89
10750,174,2024-08-28,mobile,completed,2,36.71
10751,42,2024-01-02,web,completed,3,53.48
10752,180,2024-12-09,web,completed,3,72.53
10753,212,2024-06-21,web,pending,4,1079.63
10754,64,2024-12-23,web,completed,1,92.43
10755,107,2024-12-06,web,completed,2,32.81
10756,78,2024-02-02,web,completed,5,299.2
10757,8,2024-11-26,mobile,completed,1,25.44
10758,1,2024-10-15,store,completed,1,37.53
10759,102,2024-12-02,web,completed,1,52.72
10760,145,2024-08-06,web,pending,2,61.37
10761,6,2024-06-26,store,completed,1,14.06
10762,81,2024-11-25,mobile,completed,1,15.85
10763,21,2024-10-24,store,completed,3,127.31
10764,58,2024-10-22,web,completed,1,99.56
10765,10,2024-12-02,store,completed,2,89.83
10766,158,2024-02-25,web,completed,2,224.92
10767,128,2024-07-05,store,completed,2,183.35
10768,21,2024-06-01,store,completed,2,70.81
10769,92,2024-06-26,store,completed,1,40.86
10770,121,2024-03-05,store,completed,2,83.54
10771,102,2024-08-14,web,pending,2,43.73
10772,112,2024-11-28,web,completed,2,131.49
10773,213,2024-01-27,store,pending,4,87.09
10774,89,2024-07-23,mobile,completed,2,153.76
10775,177,2024-02-07,web,cancelled,2,70.98
10776,127,2024-07-25,web,completed,2,144.95
10777,57,2024-12-18,mobile,completed,1,615.79
10778,9,2024-09-12,mobile,completed,3,114.44
10779,38,2024-06-21,web,cancelled,4,96.15
10780,176,2024-08-15,store,pending,1,58.68
10781,38,2024-05-28,mobile,completed,2,37.87
10782,219,2024-01-17,store,completed,2,30.24
10783,74,2024-06-03,web,completed,3,610.9
10784,189,2024-12-04,mobile,completed,2,257.7
10785,136,2024-04-19,mobile,completed,2,77.88
10786,35,2024-02-16,web,completed,2,19.18
10787,68,2024-12-25,mobile,completed,3,70.44
10788,154,2024-08-18,web,completed,1,74.9
10789,46,2024-06-26,store,completed,2,615.58
10790,92,2024-07-04,web,completed,2,81.21
10791,12,2024-12-16,mobile,completed,2,287.06
10792,18,2024-06-18,store,completed,3,33.86
10793,113,2024-09-06,web,completed,3,29.4
10794,130,2024-03-23,web,completed,2,145.57
10795,64,2024-05-01,store,pending,3,249.15
10796,64,2024-11-03,web,cancelled,2,145.27
10797,177,2024-01-17,web,completed,2,171.87
10798,30,2024-12-16,mobile,completed,1,63.94
10799,44,2024-01-19,web,completed,1,34.22
10800,48,2024-01-14,web,completed,1,17.86
10801,198,2024-04-12,mobile,refunded,2,41.24
10802,219,2024-01-26,store,completed,1,47.69
10803,111,2024-07-15,web,completed,1,104.17
10804,70,2024-03-20,mobile,completed,1,23.7
10805,160,2024-02-15,web,completed,1,24.03
10806,154,2024-08-15,web,completed,5,189.35
10807,55,2024-05-26,web,completed,2,95.83
10808,122,2024-03-03,web,completed,1,29.32
10809,40,2024-03-26,mobile,completed,4,420.15
10810,66,2024-04-23,web,pending,2,185.98
10811,20,2024-07-17,web,completed,3,46.31
10812,125,2024-03-09,web,pending,2,154.35
10813,160,2024-04-19,mobile,completed,3,77.07
10814,88,2024-07-19,mobile,completed,1,80.86
10815,58,2024-03-03,store,completed,1,92.53
10816,70,2024-05-26,mobile,completed,2,52.15
10817,119,2024-07-16,store,completed,2,88.16
10818,75,2024-11-17,web,refunded,1,27.96
10819,220,2024-09-01,mobile,completed,3,34.23
10820,74,2024-03-21,web,completed,4,1100.34
10821,190,2024-05-26,web,completed,2,86.76
10822,85,2024-06-02,web,completed,4,211.34
10823,60,2024-04-13,store,completed,3,89.43
10824,82,2024-08-06,web,completed,3,36.04
10825,110,2024-05-01,web,completed,2,859.05
10826,179,2024-08-18,web,completed,2,230.3
10827,54,2024-06-02,mobile,completed,2,300.77
10828,2,2024-06-04,web,completed,1,20.86
10829,139,2024-01-13,mobile,completed,1,62.2
10830,189,2024-07-15,mobile,cancelled,3,735.27
10831,62,2024-05-25,web,completed,2,35.13
10832,105,2024-05-24,web,completed,1,59.93
10833,140,2024-02-02,web,completed,2,56.84
10834,58,2024-11-14,store,completed,1,78.45
10835,17,2024-04-20,web,completed,2,41.57
10836,81,2024-07-09,store,completed,1,39.44
10837,185,2024-03-01,web,completed,2,126.14
10838,39,2024-04-24,mobile,completed,3,704.98
10839,144,2024-01-27,web,completed,1,24.2
10840,8,2024-11-22,mobile,completed,2,46.93
10841,183,2024-09-25,web,completed,1,340.62
10842,189,2024-01-18,store,completed,1,353.97
10843,196,2024-06-27,mobile,completed,2,305.37
10844,207,2024-02-10,web,pending,2,38.38
10845,101,2024-09-14,mobile,completed,5,721.25
10846,45,2024-07-12,web,completed,3,798.29
10847,59,2024-04-27,web,refunded,1,28.0
10848,62,2024-04-26,web,refunded,1,56.38
10849,151,2024-09-06,mobile,completed,2,21.37
10850,79,2024-03-18,mobile,completed,1,18.87
10851,35,2024-07-21,web,completed,2,35.83
10852,126,2024-05-15,web,completed,1,363.68
10853,147,2024-11-19,web,cancelled,4,263.46
10854,196,2024-11-19,web,refunded,3,606.08
10855,133,2024-09-24,web,completed,2,20.78
10856,81,2024-04-13,web,completed,2,135.21
10857,97,2024-12-25,web,completed,3,35.5
10858,67,2024-09-03,web,completed,1,42.3
10859,39,2024-06-06,mobile,cancelled,2,340.41
10860,9,2024-08-15,store,pending,1,106.5
10861,212,2024-07-15,mobile,completed,4,647.33
10862,188,2024-07-19,mobile,completed,4,126.83
10863,154,2024-07-08,web,completed,2,107.27
10864,190,2024-06-21,web,refunded,3,152.93
10865,187,2024-01-25,web,completed,2,50.19
10866,197,2024-02-21,store,completed,3,21.92
10867,71,2024-05-03,web,completed,5,100.08
10868,172,2024-02-23,web,completed,3,79.73
10869,81,2024-03-02,web,completed,2,49.11
10870,121,2024-03-05,web,completed,1,22.91
10871,75,2024-10-08,web,completed,2,28.83
10872,113,2024-02-27,mobile,completed,6,58.51
10873,73,2024-09-17,web,completed,1,45.28
10874,64,2024-12-25,store,cancelled,3,201.27
10875,11,2024-06-11,store,cancelled,3,104.17
10876,145,2024-03-13,mobile,pending,3,80.42
10877,110,2024-05-09,web,completed,4,1076.78
10878,185,2024-01-24,store,completed,5,239.72
10879,81,2024-01-20,web,cancelled,2,31.33
10880,179,2024-04-20,mobile,completed,2,331.19
10881,198,2024-08-28,store,completed,1,74.01
10882,138,2024-08-12,web,cancelled,3,520.94
10883,121,2024-10-19,mobile,completed,8,86.89
10884,185,2024-12-22,web,completed,2,195.06
10885,107,2024-05-17,web,completed,1,39.32
10886,164,2024-08-10,web,completed,3,41.8
10887,29,2024-11-07,mobile,completed,1,156.55
10888,199,2024-03-24,store,cancelled,2,461.51
10889,80,2024-10-18,mobile,completed,1,522.08
10890,174,2024-06-08,mobile,completed,1,22.46
10891,7,2024-05-11,web,completed,1,45.75
10892,132,2024-08-23,web,completed,2,31.09
10893,183,2024-11-09,mobile,completed,1,420.35
10894,103,2024-06-02,web,completed,3,59.45
10895,154,2024-12-01,mobile,completed,2,91.14
10896,105,2024-11-08,mobile,completed,2,47.46
10897,181,2024-05-10,store,completed,2,88.12
10898,207,2024-10-12,web,completed,1,26.62
10899,87,2024-06-22,web,completed,2,40.31
10900,54,2024-08-08,web,completed,3,401.04
10901,111,2024-03-03,mobile,completed,2,190.58
10902,108,2024-07-12,web,completed,1,42.55
10903,19,2024-06-25,store,completed,1,85.61
10904,117,2024-09-21,web,completed,1,30.79
10905,73,2024-07-15,web,completed,1,90.71
10906,121,2024-10-06,web,completed,2,27.59
10907,13,2024-09-12,web,completed,1,174.93
10908,16,2024-07-03,mobile,completed,2,36.42
10909,94,2024-06-20,web,completed,2,34.69
10910,79,2024-01-20,web,pending,1,11.36
10911,161,2024-02-13,web,completed,3,85.82
10912,3,2024-10-13,web,completed,2,108.56
10913,156,2024-02-11,web,cancelled,1,32.3
10914,25,2024-09-04,store,completed,2,146.61
10915,163,2024-02-11,web,completed,2,42.68
10916,67,2024-07-23,web,completed,1,62.58
10917,183,2024-07-08,web,completed,2,244.78
10918,35,2024-06-27,web,completed,2,30.89
10919,2,2024-07-08,mobile,completed,2,46.52
10920,55,2024-04-24,store,completed,2,119.16
10921,78,2024-10-17,store,completed,3,660.78
10922,177,2024-08-03,mobile,completed,2,125.95
10923,195,2024-11-19,web,completed,1,181.27
10924,139,2024-05-06,web,completed,4,141.85
10925,158,2024-04-28,mobile,completed,1,52.8
10926,219,2024-10-19,web,completed,1,13.34
10927,59,2024-09-09,store,completed,1,10.57
10928,80,2024-08-07,mobile,completed,1,409.11
10929,215,2024-01-27,web,completed,2,68.34
10930,82,2024-05-09,web,completed,2,44.32
10931,1,2024-06-22,web,refunded,3,60.24
10932,205,2024-03-21,web,completed,5,243.88
10933,165,2024-02-07,web,completed,6,226.52
10934,30,2024-06-14,web,pending,1,113.29
10935,114,2024-11-16,web,completed,5,114.63
10936,103,2024-05-28,mobile,completed,1,10.61
10937,188,2024-01-08,web,completed,2,79.52
10938,103,2024-04-28,mobile,completed,2,26.8
10939,204,2024-08-26,store,completed,3,470.83
10940,176,2024-09-01,mobile,completed,1,64.46
10941,180,2024-06-05,store,completed,2,78.93
10942,140,2024-03-21,mobile,refunded,2,191.78
10943,141,2024-08-07,mobile,refunded,1,25.94
10944,70,2024-11-08,mobile,completed,2,69.61
10945,167,2024-03-13,web,completed,3,54.64
10946,163,2024-04-03,web,cancelled,3,157.05
10947,110,2024-06-10,web,completed,4,752.52
10948,117,2024-02-25,web,completed,3,60.09
10949,188,2024-09-08,store,completed,2,156.43
10950,11,2024-09-28,mobile,completed,3,86.36
10951,210,2024-02-21,mobile,completed,3,225.42
10952,218,2024-05-23,mobile,completed,2,60.87
10953,114,2024-09-04,store,completed,2,39.33
10954,151,2024-05-28,store,completed,3,45.56
10955,113,2024-12-06,mobile,completed,2,18.26
10956,191,2024-12-26,web,completed,1,87.89
10957,6,2024-09-23,web,completed,3,75.33
10958,84,2024-02-13,mobile,completed,1,35.35
10959,120,2024-03-11,web,completed,2,48.37
10960,208,2024-03-10,web,pending,2,41.53
10961,44,2024-08-25,web,completed,2,143.86
10962,100,2024-11-07,web,completed,2,36.66
10963,169,2024-06-08,mobile,completed,2,57.83
10964,72,2024-06-11,mobile,completed,4,192.18
10965,69,2024-01-02,store,completed,2,51.58
10966,183,2024-12-05,web,completed,3,539.07
10967,114,2024-05-16,web,refunded,3,36.05
10968,40,2024-11-10,mobile,completed,1,139.17
10969,2,2024-06-17,mobile,completed,2,28.39
10970,218,2024-10-02,mobile,completed,1,57.94
10971,210,2024-11-27,mobile,completed,1,133.96
10972,184,2024-08-21,web,completed,3,75.52
10973,30,2024-06-14,web,pending,2,109.69
10974,210,2024-05-17,web,completed,5,424.24
10975,194,2024-11-24,web,completed,2,10.47
10976,24,2024-02-21,web,completed,2,64.89
10977,135,2024-05-05,web,completed,1,19.05
10978,117,2024-01-09,store,completed,1,68.27
10979,40,2024-03-02,store,completed,3,213.38
10980,190,2024-04-22,web,completed,3,80.41
10981,50,2024-05-27,store,completed,1,59.51
10982,133,2024-05-19,store,cancelled,2,42.14
10983,177,2024-04-07,mobile,completed,1,35.74
10984,14,2024-02-12,mobile,completed,3,367.62
10985,164,2024-03-07,web,completed,4,43.34
10986,168,2024-03-28,store,completed,1,51.42
10987,24,2024-09-06,web,completed,2,105.37
10988,137,2024-05-12,web,completed,1,18.08
10989,177,2024-12-07,web,completed,2,228.03
10990,83,2024-08-13,mobile,completed,3,53.95
10991,3,2024-11-09,web,completed,2,60.53
10992,100,2024-06-22,mobile,pending,2,42.99
10993,3,2024-12-06,web,completed,3,71.8
10994,54,2024-06-02,web,completed,1,355.42
10995,16,2024-10-08,mobile,completed,2,18.77
10996,10,2024-04-09,web,cancelled,1,73.3
10997,138,2024-02-20,web,completed,1,317.84
10998,65,2024-05-15,web,completed,1,23.38
10999,201,2024-10-08,web,refunded,5,416.84
11000,152,2024-01-01,store,completed,2,114.36
11001,28,2024-04-25,store,cancelled,2,72.68
11002,27,2024-10-18,web,pending,2,55.99
11003,71,2024-05-12,web,completed,2,28.64
11004,112,2024-07-07,web,completed,2,193.9
11005,36,2024-06-17,web,completed,3,426.16
11006,95,2024-03-01,mobile,completed,3,89.07
11007,54,2024-05-15,web,pending,3,493.04
11008,100,2024-10-10,web,cancelled,2,71.18
11009,133,2024-03-12,web,completed,5,54.95
11010,75,2024-02-03,web,completed,2,47.59
11011,205,2024-09-28,store,completed,2,217.0
11012,144,2024-06-13,mobile,completed,1,34.77
11013,152,2024-08-02,web,cancelled,2,83.17
11014,154,2024-06-19,mobile,completed,2,42.14
11015,193,2024-11-14,store,completed,4,69.11
11016,193,2024-12-27,mobile,completed,2,17.24
11017,130,2024-11-26,mobile,completed,4,101.74
11018,66,2024-02-18,web,completed,1,125.03
11019,32,2024-03-02,store,completed,3,108.45
11020,173,2024-06-24,web,completed,2,22.26
11021,109,2024-11-14,web,completed,1,103.09
11022,114,2024-10-10,store,completed,1,16.79
11023,183,2024-12-19,web,completed,1,329.54
11024,196,2024-06-12,mobile,completed,5,1016.84
11025,30,2024-12-25,web,completed,1,105.46
11026,110,2024-12-22,mobile,pending,2,216.0
11027,173,2024-12-22,mobile,refunded,2,20.68
11028,45,2024-11-08,web,completed,2,298.22
11029,19,2024-01-09,web,completed,1,186.5
11030,160,2024-12-20,web,completed,3,27.58
11031,67,2024-07-01,store,completed,2,190.31
11032,52,2024-03-27,web,completed,1,19.59
11033,64,2024-08-23,web,completed,2,121.04
11034,53,2024-01-19,web,completed,3,29.23
11035,211,2024-11-01,web,completed,2,529.01
11036,80,2024-07-12,mobile,completed,1,358.3
11037,40,2024-08-25,mobile,completed,2,69.84
11038,87,2024-04-10,mobile,completed,3,46.37
11039,183,2024-01-28,web,completed,1,97.23
11040,5,2024-05-19,mobile,completed,2,66.94
11041,83,2024-05-16,web,completed,1,25.13
11042,92,2024-11-19,web,completed,1,75.2
11043,81,2024-04-23,web,pending,1,96.72
11044,197,2024-05-01,web,completed,2,17.76
11045,124,2024-10-11,mobile,completed,3,59.85
11046,11,2024-02-16,web,completed,2,159.77
11047,52,2024-12-10,mobile,completed,1,28.77
11048,1,2024-07-05,mobile,completed,1,18.18
11049,99,2024-08-01,mobile,pending,2,41.44
11050,187,2024-10-26,web,completed,3,214.04
11051,13,2024-07-03,web,completed,1,189.05
11052,116,2024-12-04,web,completed,4,818.2
11053,155,2024-09-14,web,completed,4,60.47
11054,28,2024-06-07,store,completed,2,33.08
11055,220,2024-08-03,mobile,completed,1,28.19
11056,58,2024-11-19,web,completed,2,82.79
11057,154,2024-06-23,web,completed,2,63.91
11058,138,2024-12-07,web,completed,2,413.72
11059,131,2024-01-13,web,completed,2,26.18
11060,56,2024-10-28,web,completed,1,78.85
11061,61,2024-05-01,mobile,cancelled,3,143.38
11062,79,2024-06-10,mobile,cancelled,1,17.08
11063,89,2024-11-28,web,completed,2,87.85
11064,166,2024-12-20,web,completed,1,69.65
11065,93,2024-04-11,store,completed,1,324.31
11066,89,2024-06-12,web,completed,3,178.72
11067,47,2024-05-12,mobile,completed,2,47.3
11068,144,2024-02-04,store,completed,3,57.77
11069,100,2024-01-15,store,completed,4,49.62
11070,218,2024-08-22,mobile,completed,1,80.34
11071,94,2024-03-26,store,completed,1,20.79
11072,166,2024-01-05,store,pending,5,168.16
11073,136,2024-11-28,mobile,completed,3,80.62
11074,118,2024-01-28,web,completed,2,29.53
11075,167,2024-05-27,store,completed,2,29.76
11076,14,2024-10-03,web,completed,2,273.13
11077,138,2024-12-26,web,completed,2,328.73
11078,148,2024-11-06,web,completed,3,103.65
11079,87,2024-11-07,web,refunded,1,51.03
11080,201,2024-10-02,web,completed,2,721.23
11081,177,2024-05-21,web,completed,2,71.9
11082,29,2024-03-16,web,completed,2,109.18
11083,92,2024-09-03,store,completed,2,65.58
11084,185,2024-06-06,mobile,completed,2,112.24
11085,167,2024-07-27,mobile,completed,1,44.24
11086,68,2024-04-01,web,completed,1,58.4
11087,31,2024-06-11,mobile,completed,2,39.12
11088,35,2024-01-04,web,completed,3,45.41
11089,179,2024-11-09,mobile,completed,2,240.86
11090,129,2024-10-05,web,completed,2,82.76
11091,217,2024-04-15,store,completed,2,94.31
11092,125,2024-08-02,web,completed,2,42.38
11093,126,2024-05-15,web,completed,3,198.68
11094,121,2024-12-10,store,completed,1,25.52
11095,81,2024-09-14,mobile,pending,2,42.71
11096,21,2024-03-22,store,pending,3,124.55
11097,113,2024-04-01,web,completed,1,19.07
11098,111,2024-10-18,web,completed,2,120.09
11099,162,2024-08-22,web,completed,2,192.17
11100,65,2024-04-04,web,completed,2,94.25
11101,58,2024-04-13,store,completed,2,80.8
11102,80,2024-02-07,web,completed,1,297.62
11103,191,2024-09-06,web,completed,3,55.15
11104,92,2024-08-24,mobile,completed,1,73.47
11105,156,2024-07-01,mobile,completed,1,39.63
11106,140,2024-11-02,web,completed,2,90.4
11107,83,2024-08-23,mobile,pending,1,37.59
11108,207,2024-11-12,web,completed,2,18.08
11109,136,2024-02-02,web,completed,3,157.51
11110,50,2024-09-15,web,completed,2,40.17
11111,142,2024-08-22,web,completed,4,44.68
11112,119,2024-12-05,web,completed,2,211.57
11113,137,2024-08-25,mobile,completed,1,22.93
11114,51,2024-05-21,store,completed,1,203.55
11115,93,2024-07-07,web,pending,3,484.86
11116,113,2024-03-13,web,completed,1,27.4
11117,93,2024-03-18,web,completed,3,739.49
11118,174,2024-02-28,web,completed,2,71.61
11119,37,2024-08-22,mobile,completed,2,90.75
11120,177,2024-02-28,store,completed,1,88.34
11121,216,2024-08-20,web,completed,1,22.53
11122,24,2024-12-02,web,completed,3,122.34
11123,132,2024-07-27,mobile,completed,1,43.06
11124,101,2024-04-02,store,completed,2,68.63
11125,87,2024-11-01,mobile,completed,2,56.02
11126,204,2024-11-28,web,completed,1,197.37
11127,143,2024-01-15,mobile,completed,6,61.27
11128,26,2024-07-17,web,completed,2,75.45
11129,131,2024-02-27,store,cancelled,4,89.81
11130,100,2024-09-04,web,completed,2,41.56
11131,159,2024-09-02,web,completed,1,72.52
11132,54,2024-09-21,web,completed,2,290.08
11133,61,2024-03-21,store,completed,1,81.95
11134,131,2024-01-03,store,completed,2,32.59
11135,137,2024-09-13,mobile,completed,3,45.1
11136,106,2024-07-12,mobile,completed,7,344.53
11137,213,2024-07-01,store,completed,1,18.1
11138,26,2024-12-03,mobile,completed,2,70.33
11139,210,2024-06-11,store,completed,2,188.11
11140,219,2024-12-07,store,completed,1,52.92
11141,47,2024-09-20,web,completed,3,157.07
11142,144,2024-11-22,web,completed,2,27.01
11143,211,2024-12-19,mobile,completed,1,165.32
11144,23,2024-05-02,mobile,completed,4,36.94
11145,92,2024-07-02,mobile,completed,3,185.5
11146,150,2024-08-01,web,completed,4,218.74
11147,149,2024-05-24,mobile,completed,2,57.99
11148,170,2024-08-27,mobile,completed,2,318.44
11149,190,2024-06-14,web,completed,3,253.52
11150,182,2024-02-09,web,cancelled,1,68.42
11151,46,2024-06-28,web,completed,3,315.84
11152,167,2024-05-03,web,pending,2,77.59
11153,134,2024-10-23,store,completed,1,207.56
11154,103,2024-10-23,web,completed,2,43.53
11155,137,2024-07-10,web,completed,1,35.81
11156,63,2024-12-02,store,completed,2,52.75
11157,48,2024-08-07,web,cancelled,1,46.32
11158,201,2024-01-06,web,refunded,2,256.92
11159,35,2024-01-17,web,completed,1,25.27
11160,44,2024-07-11,web,completed,2,118.62
11161,172,2024-03-25,store,completed,3,45.68
11162,86,2024-06-21,store,completed,2,192.84
11163,120,2024-12-13,store,completed,3,37.11
11164,145,2024-10-24,web,completed,2,55.99
11165,175,2024-03-07,web,completed,2,47.34
11166,146,2024-07-26,web,refunded,1,30.56
11167,160,2024-02-28,store,completed,3,70.27
11168,208,2024-05-19,web,cancelled,3,31.27
11169,9,2024-08-11,web,completed,3,257.12
11170,57,2024-03-02,mobile,completed,1,318.49
11171,50,2024-05-11,store,completed,2,50.7
11172,121,2024-03-17,web,completed,1,41.39
11173,178,2024-06-09,web,cancelled,1,148.23
11174,73,2024-06-25,web,completed,4,149.65
11175,217,2024-05-10,web,completed,4,151.45
11176,197,2024-02-28,web,completed,3,71.37
11177,148,2024-09-04,mobile,completed,2,140.66
11178,206,2024-08-10,web,refunded,2,143.21
11179,214,2024-06-08,mobile,completed,2,42.45
